analytics,python3.4-minimal, 1483102,140,54
analytics,libopencv-objdetect2.4v5, 190806,153,30
analytics,libboost1.58-dev, 6233784,754,31
analytics,libxbean-java, 816006,9,7
analytics,python-setuptools, 170878,65,65
analytics,libunistring0, 279352,11,7
analytics,erlang-eunit, 133620,2,2
analytics,libxau-dev, 11088,135,46
analytics,liblzma5, 80310,673,172
analytics,libxcomposite1, 7714,145,66
analytics,libopencv-legacy2.4v5, 406730,31,30
analytics,libmono-windowsbase4.0-cil, 62934,6,3
analytics,libfribidi0, 25058,14,7
analytics,libboost-system1.58.0, 9102,259,35
analytics,libintl-perl, 804786,7,6
analytics,libboost-log1.58-dev, 533524,28,28
analytics,libconfig-file-perl, 9722,1,1
analytics,perlapi-5.20.1,,1,1
analytics,perlapi-5.20.0,,10,9
analytics,perlapi-5.20.2,,35,20
analytics,libxml-sax-perl, 64596,7,6
analytics,libglib2.0-bin, 39446,48,41
analytics,hardening-includes, 13694,1,1
analytics,libpcre3-dev, 520426,48,41
analytics,libk5crypto3, 83484,998,234
analytics,libmirclient-dev, 23348,14,5
analytics,node-mkdirp, 4690,15,5
analytics,libfaac0, 50916,1,1
analytics,libxcb-shm0, 5766,147,73
analytics,libgssrpc4, 54810,16,4
analytics,libghc-gluraw-dev, 78482,1,1
analytics,libqrupdate1, 37574,3,2
analytics,libqt4-opengl, 302216,7,6
analytics,collectd-core, 723278,2,2
analytics,libplexus-container-default-java, 153174,32,7
analytics,libgsl0ldbl, 805608,4,4
analytics,libpam-runtime, 39778,13,12
analytics,libgstreamer-plugins-base0.10-0, 443064,1,1
analytics,python-requests-whl, 300252,3,3
analytics,g++-5, 15294278,975,114
analytics,gawk, 392766,1,1
analytics,libgles2-mesa-dev, 28032,2,2
analytics,golang-go, 24125508,8,4
analytics,mercurial-common, 1700622,8,8
analytics,erlang-xmerl, 967322,8,2
analytics,libgcc-4.8-dev, 1688924,39,32
analytics,pinentry-curses, 31714,1,1
analytics,libp11-kit0, 107080,487,234
analytics,libmono-system-drawing-design4.0-cil, 21032,14,4
analytics,python3.5-minimal, 1555106,9,8
analytics,libhtml-tagset-perl, 13536,1,1
analytics,libaprutil1-dbd-mysql, 12548,4,4
analytics,libghc-hashable-dev-1.2.3.3-81df5,,2,1
analytics,libjs-inherits, 2794,5,5
analytics,texlive-binaries, 9454732,19,2
analytics,libmono-system-web-razor2.0-cil, 93446,12,3
analytics,libcgi-pm-perl, 190538,1,1
analytics,libudev-dev, 18976,2,2
analytics,node-read-package-json, 7780,5,5
