0.5, 16366032, 34
1.0, 16714, 3
0.4, 47169786, 40
0.8, 5122398, 20
0.1, 127951750, 326
0.3, 10526442, 29
0.6, 10098790, 11
0.2, 61939574, 134
0.9, 1332166, 7
0.7, 1974328, 19
0.0, 935788580, 1297
