nosql,libboost-thread1.58.0, 47044,1,1,155
nosql,fontconfig, 175888,28,22,155
nosql,libcap2-bin, 20282,6,6,155
nosql,x11proto-xinerama-dev, 4966,4,2,155
nosql,sysv-rc, 36056,49,36,155
nosql,libbsf-java, 71232,3,2,155
nosql,libxdmcp-dev, 24954,8,2,155
nosql,libcolord2, 99376,2,2,155
nosql,fonts-font-awesome, 434626,1,1,155
nosql,libx11-dev, 641540,68,2,155
nosql,libkeyutils1, 9636,171,81,155
nosql,libopenjfx-java, 9917460,1,1,155
nosql,python3-dbus, 83294,16,16,155
nosql,node-ansi, 8590,6,2,155
nosql,node-request, 14484,4,2,155
nosql,libfftw3-single3, 749412,8,4,155
nosql,libplexus-cli-java, 9700,7,6,155
nosql,libgdk-pixbuf2.0-common, 10086,23,20,155
nosql,mysql-client-5.6, 5108264,7,7,155
nosql,libsecret-1-0, 93382,2,1,155
nosql,xfonts-utils, 75276,45,28,155
nosql,libslf4j-java, 114268,52,6,155
nosql,libhttpcore-java, 573472,15,6,155
nosql,libavcodec56,,8,2,155
nosql,sun-java6-jre,,2,2,155
nosql,libcommons-collections3-java, 591854,2,1,155
nosql,erlang-public-key, 502922,24,7,155
